Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.Gross Potential,Statistics.Performances
15,2/15/2015,2,2015,The Phantom Of The Opera,Majestic,Musical,8056,63,721008,48,8
15,2/15/2015,2,2015,Wicked,Gershwin,Musical,12583,87,1586692,94,8
15,2/15/2015,2,2015,You Can'T Take It With You,Longacre,Play,5167,60,412057,42,8
22,2/22/2015,2,2015,A Delicate Balance 2014,Golden,Play,4327,67,432887,48,8
22,2/22/2015,2,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6442,89,635905,66,8
22,2/22/2015,2,2015,Aladdin,New Amsterdam,Musical,13785,100,1546267,117,8
22,2/22/2015,2,2015,Beautiful,Stephen Sondheim,Musical,7860,96,1076794,84,8
22,2/22/2015,2,2015,Cabaret '14,Studio 54,Musical,6616,93,799136,78,8
22,2/22/2015,2,2015,Chicago,Ambassador,Musical,6401,74,547833,55,8
22,2/22/2015,2,2015,Constellations,Friedman,Play,5159,99,600043,77,8
22,2/22/2015,2,2015,Disgraced,Lyceum,Play,4586,62,333065,43,8
22,2/22/2015,2,2015,Fish In The Dark,Cort,Play,8720,102,1177593,117,0
22,2/22/2015,2,2015,Hedwig And The Angry Inch,Belasco,Musical,5403,77,541166,71,7
22,2/22/2015,2,2015,Honeymoon In Vegas,Nederlander,Musical,4476,49,337003,29,8
22,2/22/2015,2,2015,If/Then,Richard Rodgers,Musical,7788,74,603920,47,8
22,2/22/2015,2,2015,It'S Only A Play,Jacobs,Play,5216,61,499442,47,8
22,2/22/2015,2,2015,Jersey Boys,August Wilson,Musical,7709,78,734939,64,8
22,2/22/2015,2,2015,Kinky Boots,Al Hirschfeld,Musical,9392,82,939884,71,8
22,2/22/2015,2,2015,Les Miserables '14,Imperial,Musical,8819,78,710992,58,8
22,2/22/2015,2,2015,Mamma Mia!,Broadhurst,Musical,7157,77,578257,58,8
22,2/22/2015,2,2015,Matilda,Shubert,Musical,11482,100,1037118,81,8
22,2/22/2015,2,2015,On The Town 2014,Lyric,Musical,7760,52,536545,30,8
22,2/22/2015,2,2015,On The Twentieth Century,American Airlines,Musical,4233,98,293584,50,0
22,2/22/2015,2,2015,The Audience,Schoenfeld,Play,7411,99,1048473,103,0
22,2/22/2015,2,2015,The Book Of Mormon,Eugene O'Neill,Musical,8745,103,1548797,111,8
22,2/22/2015,2,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7648,94,791055,83,8
22,2/22/2015,2,2015,The Elephant Man 2014,Booth,Play,5548,102,1022479,125,7
22,2/22/2015,2,2015,The Lion King,Minskoff,Musical,13569,100,1940457,98,8
22,2/22/2015,2,2015,The Phantom Of The Opera,Majestic,Musical,10114,79,829721,55,8
22,2/22/2015,2,2015,Wicked,Gershwin,Musical,14771,97,1646631,98,8
22,2/22/2015,2,2015,You Can'T Take It With You,Longacre,Play,5574,65,403767,42,8
